TILESET=tileset1
LAYER=0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,3,3,4,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,12,13,13,14,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,13,13,13,13,4,1,1,1,1,1,1,1,1
1,1,1,1,1,1,2,13,13,13,44,13,13,4,1,1,1,1,1,1,1
1,1,1,1,1,1,22,23,23,13,13,13,23,24,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,22,13,14,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,12,14,1,1,2,4,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,22,24,1,1,22,24,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LAYER=1
0,0,0,10,30,30,30,30,30,30,30,30,30,30,30,30,11,0,0,0,0
0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0,0,0,31,19,0,0,0,0,0,0,0,0,0,19,0,31,0,0,0,0
0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,0,0
0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0,0,0,31,0,0,0,0,0,0,0,0,0,10,30,30,41,0,0,0,0
0,0,0,31,25,26,27,0,0,0,0,0,0,31,0,0,31,0,0,0,0
0,0,0,31,0,0,0,0,0,0,0,0,0,33,0,0,31,0,0,0,0
0,0,0,31,0,0,0,19,0,0,0,0,0,31,7,7,31,0,0,0,0
0,0,0,20,30,30,30,30,30,30,30,30,30,40,30,30,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAYER=2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
